id,client_id,date,revenue
1,121566,2020-01-01T00:00:00.000Z,"5080,00"
2,123406,2020-01-01T00:00:00.000Z,"4645,00"
3,125208,2020-01-01T00:00:00.000Z,"4258,00"
4,126396,2020-01-01T00:00:00.000Z,"1355,00"
5,126870,2020-01-01T00:00:00.000Z,"2645,00"
6,127944,2020-01-01T00:00:00.000Z,"1355,00"
7,128994,2020-01-01T00:00:00.000Z,"1355,00"
8,129204,2020-01-01T00:00:00.000Z,"2952,00"
9,130238,2020-01-01T00:00:00.000Z,"4726,00"
10,131170,2020-01-01T00:00:00.000Z,"2065,00"
11,133578,2020-01-01T00:00:00.000Z,"2645,00"
12,136252,2020-01-01T00:00:00.000Z,"4742,00"
13,138492,2020-01-01T00:00:00.000Z,"3048,00"
14,138796,2020-01-01T00:00:00.000Z,"38084,00"
15,139562,2020-01-01T00:00:00.000Z,"26338,00"
16,139900,2020-01-01T00:00:00.000Z,"1355,00"
17,145872,2020-01-01T00:00:00.000Z,"4000,00"
18,148008,2020-01-01T00:00:00.000Z,"3000,00"
19,148080,2020-01-01T00:00:00.000Z,"6500,00"
20,148092,2020-01-01T00:00:00.000Z,"1903,00"
21,149718,2020-01-01T00:00:00.000Z,"15691,00"
22,151562,2020-01-01T00:00:00.000Z,"3451,00"
23,151564,2020-01-01T00:00:00.000Z,"3112,00"
24,152954,2020-01-01T00:00:00.000Z,"3048,00"
25,154988,2020-01-01T00:00:00.000Z,"2645,00"
26,157824,2020-01-01T00:00:00.000Z,"2709,00"
27,158222,2020-01-01T00:00:00.000Z,"1355,00"
28,158502,2020-01-01T00:00:00.000Z,"15286,00"
29,158574,2020-01-01T00:00:00.000Z,"8322,00"
30,158874,2020-01-01T00:00:00.000Z,"4258,00"
31,158924,2020-01-01T00:00:00.000Z,"2709,00"
32,159578,2020-01-01T00:00:00.000Z,"4096,00"
33,160140,2020-01-01T00:00:00.000Z,"4096,00"
34,161214,2020-01-01T00:00:00.000Z,"3194,00"
35,163696,2020-01-01T00:00:00.000Z,"2645,00"
36,164182,2020-01-01T00:00:00.000Z,"6822,00"
37,164682,2020-01-01T00:00:00.000Z,"2709,00"
38,165568,2020-01-01T00:00:00.000Z,"2806,00"
39,167458,2020-01-01T00:00:00.000Z,"3194,00"
40,168558,2020-01-01T00:00:00.000Z,"2709,00"
41,169018,2020-01-01T00:00:00.000Z,"2806,00"
42,169320,2020-01-01T00:00:00.000Z,"2709,00"
43,169388,2020-01-01T00:00:00.000Z,"1548,00"
44,169486,2020-01-01T00:00:00.000Z,"4258,00"
45,171364,2020-01-01T00:00:00.000Z,"12954,00"
46,171832,2020-01-01T00:00:00.000Z,"31042,00"
47,172428,2020-01-01T00:00:00.000Z,"7514,00"
48,172656,2020-01-01T00:00:00.000Z,"4661,00"
49,176848,2020-01-01T00:00:00.000Z,"6274,00"
50,176882,2020-01-01T00:00:00.000Z,"2242,00"
51,177756,2020-01-01T00:00:00.000Z,"2306,00"
52,178068,2020-01-01T00:00:00.000Z,"7693,00"
53,178226,2020-01-01T00:00:00.000Z,"1855,00"
54,178254,2020-01-01T00:00:00.000Z,"1355,00"
55,178606,2020-01-01T00:00:00.000Z,"4113,00"
56,179078,2020-01-01T00:00:00.000Z,"1355,00"
57,179536,2020-01-01T00:00:00.000Z,"1355,00"
58,182086,2020-01-01T00:00:00.000Z,"1355,00"
59,182120,2020-01-01T00:00:00.000Z,"2548,00"
60,182910,2020-01-01T00:00:00.000Z,"1355,00"
61,183118,2020-01-01T00:00:00.000Z,"1355,00"
62,184752,2020-01-01T00:00:00.000Z,"3452,00"
63,184856,2020-01-01T00:00:00.000Z,"2645,00"
64,184940,2020-01-01T00:00:00.000Z,"3758,00"
65,185382,2020-01-01T00:00:00.000Z,"1355,00"
66,185724,2020-01-01T00:00:00.000Z,"2645,00"
67,186342,2020-01-01T00:00:00.000Z,"1355,00"
68,187518,2020-01-01T00:00:00.000Z,"1355,00"
69,187666,2020-01-01T00:00:00.000Z,"4661,00"
70,188254,2020-01-01T00:00:00.000Z,"57660,00"
71,188964,2020-01-01T00:00:00.000Z,"2065,00"
72,189494,2020-01-01T00:00:00.000Z,"2645,00"
73,189908,2020-01-01T00:00:00.000Z,"1355,00"
74,190100,2020-01-01T00:00:00.000Z,"1548,00"
75,193158,2020-01-01T00:00:00.000Z,"2258,00"
76,194098,2020-01-01T00:00:00.000Z,"1355,00"
77,194588,2020-01-01T00:00:00.000Z,"6016,00"
78,194684,2020-01-01T00:00:00.000Z,"3451,00"
79,200126,2020-01-01T00:00:00.000Z,"4258,00"
80,200936,2020-01-01T00:00:00.000Z,"3919,00"
81,204186,2020-01-01T00:00:00.000Z,"1355,00"
82,204748,2020-01-01T00:00:00.000Z,"1355,00"
83,205104,2020-01-01T00:00:00.000Z,"403,00"
84,209704,2020-01-01T00:00:00.000Z,"2645,00"
85,210270,2020-01-01T00:00:00.000Z,"3839,00"
86,213948,2020-01-01T00:00:00.000Z,"2645,00"
87,214000,2020-01-01T00:00:00.000Z,"403,00"
88,215006,2020-01-01T00:00:00.000Z,"2742,00"
89,215782,2020-01-01T00:00:00.000Z,"3194,00"
90,216630,2020-01-01T00:00:00.000Z,"2855,00"
91,216830,2020-01-01T00:00:00.000Z,"1355,00"
92,217014,2020-01-01T00:00:00.000Z,"2968,00"
93,217620,2020-01-01T00:00:00.000Z,"4548,00"
94,219166,2020-01-01T00:00:00.000Z,"323,00"
95,220012,2020-01-01T00:00:00.000Z,"3194,00"
96,221652,2020-01-01T00:00:00.000Z,"1355,00"
97,221956,2020-01-01T00:00:00.000Z,"1355,00"
98,122396,2020-01-02T00:00:00.000Z,"1355,00"
99,123858,2020-01-02T00:00:00.000Z,"1355,00"
100,125176,2020-01-02T00:00:00.000Z,"2952,00"
101,126774,2020-01-02T00:00:00.000Z,"1355,00"
102,127624,2020-01-02T00:00:00.000Z,"5467,00"
103,127632,2020-01-02T00:00:00.000Z,"5694,00"
104,128426,2020-01-02T00:00:00.000Z,"4081,00"
105,130212,2020-01-02T00:00:00.000Z,"1355,00"
106,130238,2020-01-02T00:00:00.000Z,"4726,00"
107,130304,2020-01-02T00:00:00.000Z,"2161,00"
108,134812,2020-01-02T00:00:00.000Z,"38451,00"
109,135072,2020-01-02T00:00:00.000Z,"2161,00"
110,136184,2020-01-02T00:00:00.000Z,"2161,00"
111,136936,2020-01-02T00:00:00.000Z,"4258,00"
112,141584,2020-01-02T00:00:00.000Z,"4258,00"
113,141588,2020-01-02T00:00:00.000Z,"7434,00"
114,142488,2020-01-02T00:00:00.000Z,"30290,00"
115,145684,2020-01-02T00:00:00.000Z,"5451,00"
116,146898,2020-01-02T00:00:00.000Z,"3048,00"
117,146922,2020-01-02T00:00:00.000Z,"6516,00"
118,147334,2020-01-02T00:00:00.000Z,"3452,00"
119,148104,2020-01-02T00:00:00.000Z,"3451,00"
120,150488,2020-01-02T00:00:00.000Z,"6273,00"
121,152164,2020-01-02T00:00:00.000Z,"9128,00"
122,153992,2020-01-02T00:00:00.000Z,"4355,00"
123,154840,2020-01-02T00:00:00.000Z,"4742,00"
124,155672,2020-01-02T00:00:00.000Z,"1355,00"
125,155850,2020-01-02T00:00:00.000Z,"2967,00"
126,157770,2020-01-02T00:00:00.000Z,"2645,00"
127,158442,2020-01-02T00:00:00.000Z,"1355,00"
128,159504,2020-01-02T00:00:00.000Z,"4258,00"
129,160606,2020-01-02T00:00:00.000Z,"2161,00"
130,161812,2020-01-02T00:00:00.000Z,"17790,00"
131,162118,2020-01-02T00:00:00.000Z,"6193,00"
132,163636,2020-01-02T00:00:00.000Z,"6483,00"
133,163898,2020-01-02T00:00:00.000Z,"3226,00"
134,165542,2020-01-02T00:00:00.000Z,"1355,00"
135,165568,2020-01-02T00:00:00.000Z,"2806,00"
136,166522,2020-01-02T00:00:00.000Z,"4064,00"
137,167304,2020-01-02T00:00:00.000Z,"3048,00"
138,167514,2020-01-02T00:00:00.000Z,"11679,00"
139,167556,2020-01-02T00:00:00.000Z,"2806,00"
140,167982,2020-01-02T00:00:00.000Z,"6403,00"
141,168388,2020-01-02T00:00:00.000Z,"1452,00"
142,168792,2020-01-02T00:00:00.000Z,"6822,00"
143,168902,2020-01-02T00:00:00.000Z,"2709,00"
144,169044,2020-01-02T00:00:00.000Z,"2709,00"
145,169556,2020-01-02T00:00:00.000Z,"4000,00"
146,170510,2020-01-02T00:00:00.000Z,"1355,00"
147,170582,2020-01-02T00:00:00.000Z,"20677,00"
148,170586,2020-01-02T00:00:00.000Z,"1903,00"
149,171496,2020-01-02T00:00:00.000Z,"9096,00"
150,171832,2020-01-02T00:00:00.000Z,"31042,00"
151,172656,2020-01-02T00:00:00.000Z,"4661,00"
152,174512,2020-01-02T00:00:00.000Z,"3451,00"
153,174958,2020-01-02T00:00:00.000Z,"5323,00"
154,176504,2020-01-02T00:00:00.000Z,"1355,00"
155,176882,2020-01-02T00:00:00.000Z,"2242,00"
156,178522,2020-01-02T00:00:00.000Z,"1355,00"
157,178634,2020-01-02T00:00:00.000Z,"1355,00"
158,178788,2020-01-02T00:00:00.000Z,"1355,00"
159,178808,2020-01-02T00:00:00.000Z,"2709,00"
160,179108,2020-01-02T00:00:00.000Z,"5130,00"
161,180784,2020-01-02T00:00:00.000Z,"1355,00"
162,181480,2020-01-02T00:00:00.000Z,"1355,00"
